count,label,text_clean
673,1,i made a playlist for but now i cant contact her
674,1,theyre in love with me
675,1,i love you so much i cant even explain it
676,1,thank you love
677,1,and you should be i love it so much any chance there will be an acoustic version on spotify
678,1,yes 100 i love it so muchcomfort show
679,1,love u tho
680,1,i love the energy
681,1,i love you
682,1,i love u u are one of my favorite people
683,1,paradise by coldplay always do some to me i just love that song
684,1,i love you
685,1,mario kart love island and among us
686,1,everything i love him sm
687,1,okay bye bff maybe youll meet harry diwn there
688,1,call me i still love you
689,1,i love you
690,1,idk how
691,1,i love you
692,1,dont you love it when bang chan his love for food is so sjjddjdjsks
693,1,i love cigarettes so much and i hate that i love them and i been really smoking consistently since i was a teen
694,1,i loved it so much i always thought zombies were a guilty pleasure of mine like i regarded it
695,1,i love it xx
696,1,no wait i expected you i was just curious if anyone said someone else besides you
697,1,ils route singlehandedly made me love cafe enchante
698,1,slowly slipping back into depression i love it here
699,1,thank you for a wonderful weekend filled with love and many wonderful surprises
700,1,would anyone like to be fwends i dont know anyone but my bff that plays wiz and would love more people to play with and to talk to
701,1,q and jameela gotta love their bond
702,1,my day was great i love this man bye
703,1,tell yoongi i miss him and i love him thank you
704,1,doyoung giving us a concert on his birthday i love this man
705,1,love u
706,1,never thought id be eating dinner in my car to try amp stay warm going on hour 17 with no power or water gotta love texas
707,1,i love this video so much
708,1,hes so comforting and he loves us soooo much
709,1,wait im just now seeing this i love you more gorgeous muah muah
710,1,yes itll be like hyunjae mwohaseyo shows two clips of him singing chicken lover next member
711,1,so much loss and heartbreak miss juanita was so loved
712,1,im in love
713,1,new phone layout time i love it
714,1,que hermoso my vote for favorite global music star at the kca is bts votebtsglobal
715,1,my people i love them
716,1,ok my love ill eat slowly
717,1,my kids told me they love how i love them if i dont get anything else or do anything else in life i know ive done enough
718,1,love my besties but not when they bring james charles on my tl
719,1,i love this side of haechan
720,1,just lovely
721,1,i love jesse
722,1,thank u lovebug p
723,1,omg well i guess well just have to wait and see
724,1,people keep complimenting how when i do makeup they love that it matches their skin yall out here not matching yall skin
725,1,really looking that wayand hawley boredid love to wake him up
726,1,5am for me
727,1,omg so lucky btw i loved your room
728,1,i love lumi too awoo
729,1,people thought im filo
730,1,sketchy good at art i love my friends
731,1,i would love to be fwends
732,1,it wont workkk it wont load on it at all there idk whyyyy
733,1,we want a love like you and tori have
734,1,okay
735,1,never gets old i love this song so much jungkook did a good job he is really a genius
736,1,nothing i love more than seeing pictures of dogs in the snow loving life
737,1,follow for a like and rt on your recent my loves
738,1,awe i love u too
739,1,i love youuuuuu
740,1,youre music gives me oxygen queen love you endlessly forever and ever
741,1,its the black woman having to hug herself for me yall dont even want us to find love in gifs
742,1,youll be the prince and ill be the princess its a love story baby just say yes
743,1,i love you too
744,1,i love you baby
745,1,love love him
746,1,omgg i love it youre so pretty
747,1,i use to love this show
748,1,i will always do my best for soft death
749,1,pls im still laughing at you
750,1,i love bennys fit
751,1,it isssss
752,1,lovely
753,1,i love u sm
754,1,aaa we love you bub happy 300 days
755,1,im soooo proud of u jungkook i love u so much angel 8yearswithjungkook
756,1,i just really loves your works and i was shocked that you liked mine enough to follow me
757,1,yes and i love the fact that she looks so free in the new version with her arms open like she truly is fearless now
758,1,i love u sadie
759,1,take good care joonie i hope you have a great year filled with happiness love and health
760,1,zild ang cute niyong tatlo the most precious people on earth
761,1,i love you
762,1,love u
763,1,i love them
764,1,sending you so much love julia i hope that tonight helps
765,1,mica i love you so much my besties grabe most of the gdms i joined andoon ka ren bestiesgoals anw than
766,1,just know if you use them for me i will love u forever and if you call me milo i will also love u forever
767,1,i love a smart woman
768,1,i love you more
769,1,may i know whos singing in the first part of lesson zero i love the song so much
770,1,ive seen bungo genshin crossovers going around and id love to make some
771,1,i loved this movie
772,1,omg you look so cute i love the coat on you thank you for supporting me bb much love to you
773,1,happy 8 years im so proud of you jungkook i love you so much 8yearswithjungkook
774,1,but we love you
775,1,noooo zero oclock thank u my lovee
776,1,2yeon my loves gidle 2yeon
777,1,one day love will find us all worry not guys happy val mi besti friendship
778,1,he is beautiful before and even more beautiful now you can tell that he is really happy i love y
779,1,bc it is cute i love you too lt33
780,1,idk if i wanna keep watching without i love u too much i want more
781,1,what if seokjin sing blue amp gray because taehyung really love seokjins voice in it
782,1,i love your hair it looks so pretty
783,1,please dont we love you
784,1,i love her so much gn everyone
785,1,id love to hear a happy ending to this
786,1,christopher plummer i will forever be in love with the moody captain
787,1,man i love the weeknd abel blew up from a mixtape to the superbowl
788,1,is this death grips money store cover
789,1,new to mcyttwt follow me if you love dream dream was taken best youtuber dreamnotfound dream mcyt
790,1,paul walker without a doubt would loved to have met him in real life
791,1,happy valentines day i hope yall feel love in whatever capacity it manifests in today and everyday
792,1,you did well tonight juyeonie we love you tonight
793,1,both i love arises music and aesthetic but leah
794,1,all this black queer love my heart cannot take
795,1,lmfaoooo ghost is a g even in death
796,1,sending you lots of love molls i hope your hand recovers soon
797,1,i love you
798,1,i started crying bc i was petting my cat and he was sleeping and was so cute idk i just love him sm
